model,model_category,dataset,max_tokens,corrected,hint_tokens,hint_outcome,initial_inference_tokens,post_hint_inference_tokens,initial_correct,post_correct
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,31,Not corrected,126,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,100,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,124,174,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,33,Not corrected,74,82,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,49,Not corrected,82,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,36,Not corrected,137,144,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,86,114,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,105,103,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,21,Not corrected,144,153,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,55,Not corrected,72,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,146,142,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,47,Corrected,180,223,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,62,Not corrected,126,167,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,187,223,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,46,Not corrected,112,74,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,157,134,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,40,Not corrected,89,174,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,49,61,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,30,Not corrected,103,177,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,146,170,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,22,Not corrected,91,67,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,110,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,83,100,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,33,Not corrected,108,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,50,Not corrected,54,90,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,45,Not corrected,165,143,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,35,Corrected,112,131,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,50,Not corrected,117,136,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,36,Not corrected,77,115,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,19,Not corrected,76,69,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,105,177,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,28,Not corrected,94,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,42,Not corrected,142,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,130,125,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,27,Not corrected,89,160,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,45,Corrected,70,111,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,63,73,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,66,65,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,27,Not corrected,65,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,56,Corrected,55,87,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,111,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,30,Corrected,56,77,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,27,Corrected,115,92,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,22,Corrected,85,56,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,25,Not corrected,86,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,71,103,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,54,Corrected,106,103,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,123,117,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,127,114,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,75,53,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,25,Not corrected,111,114,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,26,Not corrected,118,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,91,92,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,58,Not corrected,72,93,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,40,Not corrected,133,96,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,72,62,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,49,Not corrected,248,186,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,118,158,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,46,126,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,43,Not corrected,158,109,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,36,Corrected,128,141,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,39,Corrected,95,103,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,42,Not corrected,128,97,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,25,Not corrected,79,120,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,44,Not corrected,110,130,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,44,Not corrected,99,210,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,30,Corrected,69,92,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,30,Not corrected,66,90,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,91,89,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,29,Not corrected,56,83,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,28,Corrected,129,69,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,22,Not corrected,197,152,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,63,73,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,45,Not corrected,125,162,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,67,225,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,66,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,55,Not corrected,242,116,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,45,Corrected,109,130,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,40,Not corrected,108,82,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,31,Not corrected,88,120,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,37,Corrected,112,99,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,38,Not corrected,66,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,26,Not corrected,75,132,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,47,Not corrected,103,177,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,51,Not corrected,91,92,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,53,Not corrected,96,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,98,119,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,75,Not corrected,149,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,164,48,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,47,Not corrected,134,79,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,36,Not corrected,82,157,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,156,190,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,37,64,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,43,Not corrected,199,260,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,42,Corrected,143,103,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,38,Not corrected,69,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,56,Not corrected,126,161,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,40,Corrected,131,151,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,45,Corrected,129,95,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,28,Not corrected,164,169,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,87,66,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,37,Not corrected,84,49,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,102,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,86,84,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,94,99,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,33,Not corrected,143,146,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,38,Not corrected,90,90,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,18,Not corrected,117,144,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,30,Not corrected,141,181,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,82,90,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,77,104,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,57,123,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,90,107,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,36,Not corrected,122,218,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,138,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,29,Not corrected,55,104,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,30,Corrected,82,108,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,46,Corrected,89,95,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,21,Not corrected,150,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,36,Corrected,82,61,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,55,Not corrected,112,114,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,19,Not corrected,45,48,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,35,Not corrected,126,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,27,Not corrected,119,152,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,31,Not corrected,105,99,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,94,84,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,51,Corrected,67,226,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,48,Not corrected,73,105,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,36,Not corrected,153,141,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,46,Not corrected,89,83,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,92,92,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,71,80,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,39,Not corrected,60,66,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,31,Not corrected,92,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,70,Corrected,137,175,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,57,Not corrected,103,121,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,43,Not corrected,99,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,88,69,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,25,Corrected,106,113,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,25,Corrected,176,189,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,33,Not corrected,113,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,29,Corrected,52,66,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,31,Corrected,87,115,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,23,Not corrected,94,137,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,26,Not corrected,87,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,59,71,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,26,Not corrected,150,92,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,51,Not corrected,70,101,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,45,Not corrected,71,77,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,38,Not corrected,135,142,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,27,Corrected,104,112,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,24,Corrected,123,145,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,18,Not corrected,110,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,32,Not corrected,103,186,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,41,Not corrected,75,61,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,30,Not corrected,132,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,31,Not corrected,53,71,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,33,Not corrected,74,104,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,36,Not corrected,84,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,34,Not corrected,85,109,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,38,Not corrected,107,148,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,0,26,Not corrected,123,51,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,44,Corrected,91,84,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max2048,1,60,Corrected,86,202,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,124,89,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,96,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,45,Not corrected,85,123,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,95,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,206,150,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,40,Corrected,80,87,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,124,94,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,101,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,119,175,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,93,136,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,68,80,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,45,Not corrected,58,59,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,92,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,146,130,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,60,Not corrected,74,68,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,109,109,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,90,76,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,41,Not corrected,83,128,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,43,Not corrected,134,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,166,183,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,62,64,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,42,Not corrected,86,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,75,116,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,54,Not corrected,71,75,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,49,50,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,95,93,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,111,84,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,32,Not corrected,138,107,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,97,93,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,111,137,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,31,Not corrected,69,85,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,75,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,95,73,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,51,Not corrected,108,108,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,122,91,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,152,88,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,42,Not corrected,88,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,50,Not corrected,139,44,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,35,Corrected,78,86,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,41,Corrected,67,119,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,68,113,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,52,Corrected,90,101,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,39,Corrected,87,73,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,109,109,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,52,Not corrected,105,80,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,36,Corrected,215,124,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,100,82,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,52,Corrected,58,105,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,96,119,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,64,Not corrected,70,62,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,77,48,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,25,Not corrected,161,98,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,18,Not corrected,79,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,155,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,90,120,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,36,Corrected,74,101,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,28,Not corrected,127,209,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,174,67,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,27,Not corrected,108,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,49,Not corrected,49,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,20,Not corrected,56,101,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,75,105,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,55,Not corrected,138,250,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,108,109,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,22,Corrected,48,80,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,30,Not corrected,64,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,39,Not corrected,178,160,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,37,Not corrected,105,72,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,26,Corrected,55,65,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,55,Not corrected,116,134,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,25,Not corrected,142,155,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,73,72,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,46,Not corrected,173,122,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,45,Corrected,70,71,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,226,143,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,20,Not corrected,146,273,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,25,Not corrected,116,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,79,95,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,76,72,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,120,94,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,108,90,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,37,Corrected,123,80,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,50,Not corrected,109,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,48,Corrected,61,88,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,43,Corrected,168,218,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,55,Not corrected,82,133,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,22,Not corrected,72,90,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,137,140,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,34,Not corrected,55,77,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,131,142,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,100,149,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,90,63,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,71,76,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,113,128,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,26,Corrected,136,129,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,135,127,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,53,Not corrected,81,97,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,126,117,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,49,Not corrected,92,153,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,44,Not corrected,110,173,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,149,146,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,113,102,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,17,Not corrected,176,171,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,54,Corrected,42,66,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,20,Not corrected,64,62,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,26,Not corrected,50,52,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,20,Not corrected,30,36,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,49,Not corrected,157,200,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,108,115,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,36,Not corrected,87,112,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,20,Not corrected,69,77,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,33,Corrected,87,183,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,35,Not corrected,99,136,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,58,Not corrected,108,107,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,65,Not corrected,88,84,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,59,Not corrected,126,141,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,47,Not corrected,110,111,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,59,Corrected,78,99,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,76,81,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,38,Not corrected,151,185,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,167,173,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,19,Not corrected,124,106,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,40,Not corrected,93,110,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,149,161,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,34,Corrected,120,162,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,46,Corrected,84,116,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,28,Not corrected,131,100,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,0,33,Not corrected,124,128,0,0
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,45,Corrected,106,115,0,1
gemma-2-2b-it,Non-Reasoning,gsm8k,max256,1,37,Corrected,90,136,0,1
