model,dataset,max_tokens,file_type,source_file,missing_text_rows,n_rows,tokens_sum,tokens_mean,tokens_median,tokens_p95,tokens_min,tokens_max
DeepSeek-R1-0528-Qwen3-8B,gsm8k,1024,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max1024/initial_inference.jsonl,0,1319,1169254.0,886.470053070508,806.0,2224.2999999999997,65.0,3074.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,1024,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max1024/post_hint_inference.jsonl,0,123,140241.0,1140.1707317073171,1024.0,2380.7,273.0,3074.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,1536,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max1536/hints.jsonl,0,132,52911.0,400.84090909090907,41.0,1544.9,1.0,1601.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,1536,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max1536/initial_inference.jsonl,0,1319,1497463.0,1135.3017437452615,849.0,3083.099999999991,66.0,4610.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,1536,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max1536/post_hint_inference.jsonl,0,132,187156.0,1417.8484848484848,1536.0,3657.8499999999995,167.0,4610.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,2048,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max2048/hints.jsonl,0,132,64336.0,487.3939393939394,40.5,2059.7,1.0,2103.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,2048,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max2048/initial_inference.jsonl,0,1319,1708677.0,1295.4336618650493,788.0,4096.0,63.0,6146.0
DeepSeek-R1-0528-Qwen3-8B,gsm8k,2048,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/gsm8k/max2048/post_hint_inference.jsonl,0,132,226478.0,1715.7424242424242,1954.0,4096.0,69.0,6146.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,256,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max256/hints.jsonl,0,204,51110.0,250.5392156862745,257.0,264.54999999999995,20.0,269.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,256,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max256/initial_inference.jsonl,0,1319,371078.0,281.3328278999242,248.0,692.4999999999995,53.0,770.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,256,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max256/post_hint_inference.jsonl,0,204,51223.0,251.09313725490196,226.0,510.65,74.0,769.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,512,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max512/hints.jsonl,0,246,58408.0,237.4308943089431,54.5,521.0,21.0,555.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,512,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max512/initial_inference.jsonl,0,1319,414959.0,314.60121304018196,240.0,875.3999999999996,57.0,1537.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,512,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max512/post_hint_inference.jsonl,0,246,78206.0,317.9105691056911,249.5,839.75,60.0,1508.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,1024,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max1024/hints.jsonl,0,247,51432.0,208.22672064777328,45.0,1037.0,17.0,1076.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,1024,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max1024/initial_inference.jsonl,0,1319,397703.0,301.5185746777862,240.0,639.1999999999998,57.0,2990.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,1024,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max1024/post_hint_inference.jsonl,0,247,87213.0,353.08906882591094,259.0,1024.0,58.0,1588.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,1536,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max1536/hints.jsonl,0,247,61850.0,250.40485829959513,43.0,1555.0,19.0,1590.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,1536,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max1536/initial_inference.jsonl,0,1319,430913.0,326.696739954511,245.0,690.3999999999996,61.0,4403.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,1536,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max1536/post_hint_inference.jsonl,0,247,100049.0,405.05668016194335,263.0,1169.199999999997,87.0,4421.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,2048,hints,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max2048/hints.jsonl,0,242,52733.0,217.90495867768595,40.0,2070.0,17.0,2158.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,2048,initial,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max2048/initial_inference.jsonl,0,1319,433090.0,328.3472327520849,247.0,697.3999999999996,53.0,4596.0
DeepSeek-R1-Distill-Llama-8B,gsm8k,2048,post_hint,results/all_results/DeepSeek-R1-Distill-Llama-8B/gsm8k/max2048/post_hint_inference.jsonl,0,242,91670.0,378.801652892562,250.0,857.8499999999995,87.0,4981.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,256,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max256/hints.jsonl,0,207,50518.0,244.04830917874395,256.0,261.0,24.0,272.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,256,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max256/initial_inference.jsonl,0,1319,348202.0,263.9893858984079,256.0,522.5999999999913,60.0,770.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,256,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max256/post_hint_inference.jsonl,0,207,59907.0,289.40579710144925,256.0,672.9999999999991,117.0,770.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,512,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max512/hints.jsonl,0,262,49389.0,188.50763358778627,62.0,514.95,18.0,522.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,512,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max512/initial_inference.jsonl,0,1319,422242.0,320.12282031842307,268.0,829.3999999999987,55.0,1537.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,512,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max512/post_hint_inference.jsonl,0,262,96371.0,367.82824427480915,334.0,865.6999999999997,72.0,1500.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,1024,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max1024/hints.jsonl,0,287,58572.0,204.0836236933798,63.0,1025.0,17.0,1104.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,1024,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max1024/initial_inference.jsonl,0,1319,413840.0,313.75284306292644,265.0,619.8999999999992,48.0,2961.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,1024,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max1024/post_hint_inference.jsonl,0,287,120561.0,420.0731707317073,331.0,1024.0,74.0,2049.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,1536,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max1536/hints.jsonl,0,290,43888.0,151.33793103448275,56.5,1525.2,17.0,1616.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,1536,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max1536/initial_inference.jsonl,0,1319,425015.0,322.2251705837756,276.0,631.3999999999996,62.0,2770.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,1536,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max1536/post_hint_inference.jsonl,0,290,111775.0,385.4310344827586,326.0,796.3500000000001,84.0,2675.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,2048,hints,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max2048/hints.jsonl,0,293,70149.0,239.4163822525597,57.0,2048.0,15.0,2135.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,2048,initial,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max2048/initial_inference.jsonl,0,1319,441466.0,334.69749810462474,276.0,682.8999999999992,55.0,3929.0
DeepSeek-R1-Distill-Qwen-1.5B,gsm8k,2048,post_hint,results/all_results/DeepSeek-R1-Distill-Qwen-1.5B/gsm8k/max2048/post_hint_inference.jsonl,0,293,129637.0,442.4470989761092,348.0,1017.9999999999942,64.0,5314.0
Meta-Llama-3.1-8B-Instruct,gsm8k,256,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max256/hints.jsonl,0,223,10570.0,47.399103139013455,45.0,71.0,26.0,102.0
Meta-Llama-3.1-8B-Instruct,gsm8k,256,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max256/initial_inference.jsonl,0,1319,150694.0,114.24867323730099,103.0,192.0,41.0,537.0
Meta-Llama-3.1-8B-Instruct,gsm8k,256,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max256/post_hint_inference.jsonl,0,223,34818.0,156.13452914798205,137.0,277.49999999999943,58.0,510.0
Meta-Llama-3.1-8B-Instruct,gsm8k,512,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max512/hints.jsonl,0,209,10214.0,48.87081339712919,46.0,74.19999999999999,26.0,91.0
Meta-Llama-3.1-8B-Instruct,gsm8k,512,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max512/initial_inference.jsonl,0,1319,151474.0,114.84003032600455,103.0,190.0,42.0,1022.0
Meta-Llama-3.1-8B-Instruct,gsm8k,512,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max512/post_hint_inference.jsonl,0,209,35228.0,168.55502392344496,142.0,314.5999999999999,55.0,1022.0
Meta-Llama-3.1-8B-Instruct,gsm8k,1024,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max1024/hints.jsonl,0,235,11672.0,49.66808510638298,47.0,73.29999999999998,23.0,95.0
Meta-Llama-3.1-8B-Instruct,gsm8k,1024,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max1024/initial_inference.jsonl,0,1319,160779.0,121.89461713419257,104.0,191.0999999999999,47.0,2046.0
Meta-Llama-3.1-8B-Instruct,gsm8k,1024,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max1024/post_hint_inference.jsonl,0,235,43836.0,186.53617021276597,143.0,327.0,61.0,2048.0
Meta-Llama-3.1-8B-Instruct,gsm8k,1536,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max1536/hints.jsonl,0,234,11334.0,48.43589743589744,46.0,75.35,27.0,110.0
Meta-Llama-3.1-8B-Instruct,gsm8k,1536,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max1536/initial_inference.jsonl,0,1319,154294.0,116.97801364670205,103.0,184.0999999999999,43.0,3070.0
Meta-Llama-3.1-8B-Instruct,gsm8k,1536,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max1536/post_hint_inference.jsonl,0,234,47606.0,203.44444444444446,140.5,319.0,55.0,3070.0
Meta-Llama-3.1-8B-Instruct,gsm8k,2048,hints,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max2048/hints.jsonl,0,235,11237.0,47.817021276595746,46.0,71.29999999999998,23.0,86.0
Meta-Llama-3.1-8B-Instruct,gsm8k,2048,initial,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max2048/initial_inference.jsonl,0,1319,165898.0,125.77558756633813,103.0,186.0999999999999,44.0,4093.0
Meta-Llama-3.1-8B-Instruct,gsm8k,2048,post_hint,results/all_results/Meta-Llama-3.1-8B-Instruct/gsm8k/max2048/post_hint_inference.jsonl,0,235,39226.0,166.91914893617022,139.0,241.29999999999998,61.0,2106.0
Phi-4-mini-instruct,gsm8k,256,hints,results/all_results/Phi-4-mini-instruct/gsm8k/max256/hints.jsonl,0,165,6239.0,37.81212121212121,35.0,65.79999999999998,13.0,135.0
Phi-4-mini-instruct,gsm8k,256,initial,results/all_results/Phi-4-mini-instruct/gsm8k/max256/initial_inference.jsonl,0,1319,167532.0,127.01440485216072,110.0,253.0,45.0,511.0
Phi-4-mini-instruct,gsm8k,256,post_hint,results/all_results/Phi-4-mini-instruct/gsm8k/max256/post_hint_inference.jsonl,0,165,31829.0,192.9030303030303,166.0,502.7999999999999,57.0,510.0
Phi-4-mini-instruct,gsm8k,512,hints,results/all_results/Phi-4-mini-instruct/gsm8k/max512/hints.jsonl,0,152,5195.0,34.17763157894737,32.0,59.89999999999998,13.0,79.0
Phi-4-mini-instruct,gsm8k,512,initial,results/all_results/Phi-4-mini-instruct/gsm8k/max512/initial_inference.jsonl,0,1319,177019.0,134.20697498104624,111.0,286.69999999999936,41.0,1023.0
Phi-4-mini-instruct,gsm8k,512,post_hint,results/all_results/Phi-4-mini-instruct/gsm8k/max512/post_hint_inference.jsonl,0,152,36036.0,237.07894736842104,153.5,509.0,62.0,510.0
Phi-4-mini-instruct,gsm8k,1024,hints,results/all_results/Phi-4-mini-instruct/gsm8k/max1024/hints.jsonl,0,158,5988.0,37.89873417721519,37.0,66.15,1.0,88.0
Phi-4-mini-instruct,gsm8k,1024,initial,results/all_results/Phi-4-mini-instruct/gsm8k/max1024/initial_inference.jsonl,0,1319,217528.0,164.9188779378317,112.0,974.0,45.0,1022.0
Phi-4-mini-instruct,gsm8k,1024,post_hint,results/all_results/Phi-4-mini-instruct/gsm8k/max1024/post_hint_inference.jsonl,0,158,63079.0,399.23417721518985,156.5,1016.15,58.0,1022.0
Phi-4-mini-instruct,gsm8k,1536,hints,results/all_results/Phi-4-mini-instruct/gsm8k/max1536/hints.jsonl,0,159,6116.0,38.465408805031444,36.0,64.0,14.0,175.0
Phi-4-mini-instruct,gsm8k,1536,initial,results/all_results/Phi-4-mini-instruct/gsm8k/max1536/initial_inference.jsonl,0,1319,239124.0,181.29188779378316,111.0,282.2999999999997,38.0,3070.0
Phi-4-mini-instruct,gsm8k,1536,post_hint,results/all_results/Phi-4-mini-instruct/gsm8k/max1536/post_hint_inference.jsonl,0,159,62001.0,389.9433962264151,146.0,1521.0,64.0,1533.0
Phi-4-mini-instruct,gsm8k,2048,initial,results/all_results/Phi-4-mini-instruct/gsm8k/max2048/initial_inference.jsonl,0,1319,271203.0,205.6125852918878,110.0,276.2999999999997,46.0,4078.0
Phi-4-mini-reasoning,gsm8k,256,hints,results/all_results/Phi-4-mini-reasoning/gsm8k/max256/hints.jsonl,0,71,17875.0,251.7605633802817,257.0,263.0,25.0,275.0
Phi-4-mini-reasoning,gsm8k,256,initial,results/all_results/Phi-4-mini-reasoning/gsm8k/max256/initial_inference.jsonl,0,1319,354097.0,268.4586808188021,256.0,256.0,252.0,770.0
Phi-4-mini-reasoning,gsm8k,256,post_hint,results/all_results/Phi-4-mini-reasoning/gsm8k/max256/post_hint_inference.jsonl,0,71,18938.0,266.7323943661972,256.0,256.0,255.0,770.0
Phi-4-mini-reasoning,gsm8k,512,hints,results/all_results/Phi-4-mini-reasoning/gsm8k/max512/hints.jsonl,0,167,63073.0,377.68263473053895,512.0,524.7,21.0,537.0
Phi-4-mini-reasoning,gsm8k,512,initial,results/all_results/Phi-4-mini-reasoning/gsm8k/max512/initial_inference.jsonl,0,1319,754800.0,572.2517058377558,512.0,1025.0,505.0,1538.0
Phi-4-mini-reasoning,gsm8k,512,post_hint,results/all_results/Phi-4-mini-reasoning/gsm8k/max512/post_hint_inference.jsonl,0,167,95110.0,569.5209580838323,512.0,1024.7,507.0,1538.0
Phi-4-mini-reasoning,gsm8k,1024,hints,results/all_results/Phi-4-mini-reasoning/gsm8k/max1024/hints.jsonl,0,167,101051.0,605.0958083832336,1024.0,1046.7,15.0,1077.0
Phi-4-mini-reasoning,gsm8k,1024,initial,results/all_results/Phi-4-mini-reasoning/gsm8k/max1024/initial_inference.jsonl,0,1319,1461642.0,1108.1440485216074,1020.0,2046.0,1009.0,3074.0
Qwen2.5-Math-1.5B-instruct,gsm8k,256,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max256/hints.jsonl,0,117,28125.0,240.3846153846154,256.0,260.0,29.0,278.0
Qwen2.5-Math-1.5B-instruct,gsm8k,256,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max256/initial_inference.jsonl,0,1319,358987.0,272.1660348749052,256.0,537.0,111.0,771.0
Qwen2.5-Math-1.5B-instruct,gsm8k,256,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max256/post_hint_inference.jsonl,0,117,28856.0,246.63247863247864,256.0,517.9999999999998,23.0,770.0
Qwen2.5-Math-1.5B-instruct,gsm8k,512,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max512/hints.jsonl,0,191,67551.0,353.67015706806285,369.0,513.0,25.0,596.0
Qwen2.5-Math-1.5B-instruct,gsm8k,512,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max512/initial_inference.jsonl,0,1319,393791.0,298.5526914329037,281.0,467.0999999999999,95.0,1538.0
Qwen2.5-Math-1.5B-instruct,gsm8k,512,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max512/post_hint_inference.jsonl,0,191,73216.0,383.32984293193715,386.0,512.0,26.0,1536.0
Qwen2.5-Math-1.5B-instruct,gsm8k,1024,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max1024/hints.jsonl,0,203,90316.0,444.9064039408867,374.0,1024.0,24.0,1068.0
Qwen2.5-Math-1.5B-instruct,gsm8k,1024,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max1024/initial_inference.jsonl,0,1319,397448.0,301.325246398787,283.0,470.0999999999999,26.0,2359.0
Qwen2.5-Math-1.5B-instruct,gsm8k,1024,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max1024/post_hint_inference.jsonl,0,203,108808.0,536.0,378.0,1024.0,24.0,3074.0
Qwen2.5-Math-1.5B-instruct,gsm8k,1536,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max1536/hints.jsonl,0,206,99333.0,482.1990291262136,352.5,1536.75,24.0,1616.0
Qwen2.5-Math-1.5B-instruct,gsm8k,1536,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max1536/initial_inference.jsonl,0,1319,406235.0,307.98711144806674,284.0,475.0999999999999,114.0,3098.0
Qwen2.5-Math-1.5B-instruct,gsm8k,1536,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max1536/post_hint_inference.jsonl,0,206,146133.0,709.3834951456311,371.0,1613.75,24.0,3828.0
Qwen2.5-Math-1.5B-instruct,gsm8k,2048,hints,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max2048/hints.jsonl,0,205,110883.0,540.8926829268293,364.0,2048.0,17.0,2050.0
Qwen2.5-Math-1.5B-instruct,gsm8k,2048,initial,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max2048/initial_inference.jsonl,0,1319,414626.0,314.34874905231237,284.0,476.0999999999999,129.0,6142.0
Qwen2.5-Math-1.5B-instruct,gsm8k,2048,post_hint,results/all_results/Qwen2.5-Math-1.5B-instruct/gsm8k/max2048/post_hint_inference.jsonl,0,200,212195.0,1060.975,380.5,4088.25,21.0,6141.0
Qwen2.5-Math-7B-instruct,gsm8k,256,hints,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max256/hints.jsonl,0,251,64585.0,257.31075697211156,256.0,269.0,93.0,277.0
Qwen2.5-Math-7B-instruct,gsm8k,256,initial,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max256/initial_inference.jsonl,0,1319,453106.0,343.5223654283548,281.0,725.1999999999998,24.0,786.0
Qwen2.5-Math-7B-instruct,gsm8k,256,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max256/post_hint_inference.jsonl,0,251,85594.0,341.0119521912351,268.0,767.0,32.0,778.0
Qwen2.5-Math-7B-instruct,gsm8k,512,hints,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max512/hints.jsonl,0,68,25922.0,381.20588235294116,510.5,529.0,25.0,537.0
Qwen2.5-Math-7B-instruct,gsm8k,512,initial,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max512/initial_inference.jsonl,0,1319,402131.0,304.8756633813495,287.0,480.0999999999999,28.0,1549.0
Qwen2.5-Math-7B-instruct,gsm8k,512,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max512/post_hint_inference.jsonl,0,68,30586.0,449.79411764705884,519.5,854.6499999999993,28.0,1048.0
Qwen2.5-Math-7B-instruct,gsm8k,1024,hints,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max1024/hints.jsonl,0,66,41232.0,624.7272727272727,443.0,1058.5,28.0,1066.0
Qwen2.5-Math-7B-instruct,gsm8k,1024,initial,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max1024/initial_inference.jsonl,0,1319,399976.0,303.24184988627746,288.0,468.1999999999998,24.0,1065.0
Qwen2.5-Math-7B-instruct,gsm8k,1024,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max1024/post_hint_inference.jsonl,0,66,50665.0,767.6515151515151,1050.5,1072.5,32.0,1078.0
Qwen2.5-Math-7B-instruct,gsm8k,1536,hints,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max1536/hints.jsonl,0,69,67829.0,983.0289855072464,1536.0,1588.6,30.0,1596.0
Qwen2.5-Math-7B-instruct,gsm8k,1536,initial,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max1536/initial_inference.jsonl,0,1319,412297.0,312.5830174374526,288.0,470.1999999999998,24.0,1605.0
Qwen2.5-Math-7B-instruct,gsm8k,1536,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max1536/post_hint_inference.jsonl,0,69,76059.0,1102.304347826087,1583.0,1597.0,30.0,1603.0
Qwen2.5-Math-7B-instruct,gsm8k,2048,hints,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max2048/hints.jsonl,0,71,88346.0,1244.3098591549297,2082.0,2128.0,26.0,2139.0
Qwen2.5-Math-7B-instruct,gsm8k,2048,initial,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max2048/initial_inference.jsonl,0,1319,409974.0,310.82183472327523,287.0,475.49999999999955,32.0,2157.0
Qwen2.5-Math-7B-instruct,gsm8k,2048,post_hint,results/all_results/Qwen2.5-Math-7B-instruct/gsm8k/max2048/post_hint_inference.jsonl,0,71,100557.0,1416.2957746478874,2098.0,2117.0,226.0,2129.0
gemma-2-2b-it,gsm8k,256,hints,results/all_results/gemma-2-2b-it/gsm8k/max256/hints.jsonl,0,639,23772.0,37.201877934272304,36.0,57.0,14.0,82.0
gemma-2-2b-it,gsm8k,256,initial,results/all_results/gemma-2-2b-it/gsm8k/max256/initial_inference.jsonl,0,1319,126714.0,96.06823351023503,89.0,162.0,30.0,295.0
gemma-2-2b-it,gsm8k,256,post_hint,results/all_results/gemma-2-2b-it/gsm8k/max256/post_hint_inference.jsonl,0,639,68129.0,106.61815336463224,101.0,173.20000000000005,36.0,286.0
gemma-2-2b-it,gsm8k,512,hints,results/all_results/gemma-2-2b-it/gsm8k/max512/hints.jsonl,0,657,24539.0,37.35007610350076,36.0,58.0,12.0,77.0
gemma-2-2b-it,gsm8k,512,initial,results/all_results/gemma-2-2b-it/gsm8k/max512/initial_inference.jsonl,0,1319,128083.0,97.10614101592115,90.0,162.0999999999999,13.0,533.0
gemma-2-2b-it,gsm8k,512,post_hint,results/all_results/gemma-2-2b-it/gsm8k/max512/post_hint_inference.jsonl,0,657,71865.0,109.38356164383562,103.0,177.19999999999993,37.0,530.0
gemma-2-2b-it,gsm8k,1024,hints,results/all_results/gemma-2-2b-it/gsm8k/max1024/hints.jsonl,0,669,24822.0,37.10313901345292,36.0,57.60000000000002,14.0,93.0
gemma-2-2b-it,gsm8k,1024,initial,results/all_results/gemma-2-2b-it/gsm8k/max1024/initial_inference.jsonl,0,1319,128860.0,97.69522365428355,89.0,165.0,35.0,1043.0
gemma-2-2b-it,gsm8k,1024,post_hint,results/all_results/gemma-2-2b-it/gsm8k/max1024/post_hint_inference.jsonl,0,669,73025.0,109.15545590433483,102.0,179.80000000000007,18.0,1043.0
gemma-2-2b-it,gsm8k,1536,hints,results/all_results/gemma-2-2b-it/gsm8k/max1536/hints.jsonl,0,657,24774.0,37.70776255707762,36.0,57.0,13.0,82.0
gemma-2-2b-it,gsm8k,1536,initial,results/all_results/gemma-2-2b-it/gsm8k/max1536/initial_inference.jsonl,0,1319,127602.0,96.74147081122062,89.0,163.0,10.0,1556.0
gemma-2-2b-it,gsm8k,1536,post_hint,results/all_results/gemma-2-2b-it/gsm8k/max1536/post_hint_inference.jsonl,0,657,70118.0,106.72450532724505,99.0,182.39999999999986,24.0,370.0
gemma-2-2b-it,gsm8k,2048,hints,results/all_results/gemma-2-2b-it/gsm8k/max2048/hints.jsonl,0,635,23898.0,37.63464566929134,36.0,55.299999999999955,15.0,458.0
gemma-2-2b-it,gsm8k,2048,initial,results/all_results/gemma-2-2b-it/gsm8k/max2048/initial_inference.jsonl,0,1319,133821.0,101.45640636846096,89.0,162.0999999999999,11.0,4089.0
gemma-2-2b-it,gsm8k,2048,post_hint,results/all_results/gemma-2-2b-it/gsm8k/max2048/post_hint_inference.jsonl,0,635,69767.0,109.86929133858268,103.0,186.89999999999986,41.0,337.0
DeepSeek-R1-0528-Qwen3-8B,sports,256,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/sports/max256/hints.jsonl,0,82,17778.0,216.8048780487805,257.0,259.0,23.0,261.0
DeepSeek-R1-0528-Qwen3-8B,sports,256,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/sports/max256/initial_inference.jsonl,0,978,441955.0,451.89672801635993,438.0,751.15,50.0,770.0
DeepSeek-R1-0528-Qwen3-8B,sports,256,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/sports/max256/post_hint_inference.jsonl,0,82,22243.0,271.2560975609756,256.0,689.2500000000001,67.0,766.0
DeepSeek-R1-0528-Qwen3-8B,sports,512,hints,results/all_results/DeepSeek-R1-0528-Qwen3-8B/sports/max512/hints.jsonl,0,111,4711.0,42.44144144144144,38.0,62.5,1.0,251.0
DeepSeek-R1-0528-Qwen3-8B,sports,512,initial,results/all_results/DeepSeek-R1-0528-Qwen3-8B/sports/max512/initial_inference.jsonl,0,978,667146.0,682.1533742331288,703.0,1248.4499999999998,91.0,1538.0
DeepSeek-R1-0528-Qwen3-8B,sports,512,post_hint,results/all_results/DeepSeek-R1-0528-Qwen3-8B/sports/max512/post_hint_inference.jsonl,0,111,70665.0,636.6216216216217,676.0,1100.0,87.0,1391.0
